"GeneID","SRR1568262","SRR1568263","SRR1568264","SRR6311328","SRR6311361","SRR6311362","SRR6311363","SRR6311364","SRR6311365","SRR6311366","SRR6311393","SRR6311394","SRR6311395","SRR6311396"
"LOC110677835","20","20","6","614","174","373","127","145","142","124","191","230","346","455"
"LOC5576099","32","21","42","140","50","255","150","233","89","223","9","85","296","240"
"LOC5573800","37","37","17","373","74","118","45","29","43","34","80","75","151","183"
"LOC110677643","0","0","2","0","0","0","0","1","0","0","0","0","0","2"
"LOC110677644","0","0","0","0","0","0","0","0","0","1","0","0","8","12"
"LOC110677645","0","0","0","0","0","0","0","0","0","0","0","0","8","1"
"LOC5569937","0","0","0","23","6","1","25815","13676","6542","5913","1","2","18","0"
"LOC110679122","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5569942","0","0","1","406","108","106","8","30","19","44","29","20","3","17"
"LOC5569941","9","14","23","29","5","11","60","65","76","54","309","256","25","97"
"LOC5569943","75","77","88","37","22","38","94","103","34","69","124","101","114","158"
"LOC110677995","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5569939","1","0","0","0","0","0","0","0","0","0","1","0","8","24"
"LOC5579330","163","125","183","0","34","58","0","0","24","0","56","43","67","105"
"LOC5569945","675","454","848","2397","555","826","1008","1073","667","737","1699","2188","2220","3304"
"LOC5569944","18","24","35","39","13","1","18","11","38","29","883","557","297","380"
"LOC5569949","55","19","43","1765","874","1331","102","242","49","80","153","177","59","48"
"LOC5571093","5","1","0","127","49","75","701","1646","903","946","43","21","34","16"
"LOC5571092","11","7","24","57","6","0","11","11","0","0","13","17","8","1"
"LOC5571091","0","0","0","14","4","1","38589","8750","3328","7011","1","0","4","0"
"LOC5571089","27","45","71","140","21","134","44","15","13","23","165","165","299","393"
"LOC5571088","0","0","0","0","0","0","0","0","0","0","44","61","0","1"
"LOC5571087","0","0","0","0","0","0","2","0","0","0","0","0","6","0"
"LOC5571085","3","5","3","56","48","8","6","6","7","1","9","7","0","1"
"LOC5571086","68","103","47","746","253","490","3553","4540","3876","3335","508","435","1296","4695"
"LOC110678016","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"LOC5571084","53","33","56","1780","597","700","2743","4751","3717","3015","1093","1014","4923","4797"
"LOC5571083","0","2","0","37","3","0","0","0","0","0","0","2","0","0"
"LOC110678017","0","1","0","0","0","0","2","0","4","0","9","12","41","36"
"LOC5571082","250","254","332","148","37","21","69","141","100","62","125","199","80","260"
"LOC5571080","552","759","625","3358","1657","2663","2769","5504","2319","3360","175","505","555","833"
"LOC5571079","68","66","100","128","64","103","123","163","118","147","352","422","567","543"
"LOC5571078","47","41","63","8","27","18","52","65","43","71","460","707","410","526"
"LOC5571076","330","263","311","721","114","152","240","296","160","284","393","659","452","635"
"LOC5571075","27","21","29","20","9","18","32","46","16","17","332","341","216","204"
"LOC5571074","97","82","107","30","27","43","39","122","10","33","312","222","343","464"
"LOC110677642","6","4","4","0","0","0","0","0","0","0","47","53","31","23"
"LOC5571073","25","65","35","702","158","518","264","245","142","190","17","12","18","26"
"LOC110679213","0","0","1","20","0","0","0","0","1","1","3","5","274","665"
"LOC5571072","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5571071","2","1","1","0","0","0","0","0","0","0","31","12","81","55"
"LOC5571070","76","106","94","469","130","214","364","291","119","229","115","291","401","468"
"LOC5571069","45","50","58","73","31","27","75","31","48","58","83","135","49","146"
"LOC5571068","129","147","177","0","25","27","17","12","18","36","91","132","113","144"
"LOC5571067","68","63","61","8","169","182","481","520","285","309","662","833","1055","1785"
"LOC5571066","103","119","169","528","55","218","118","171","97","166","221","324","469","650"
"LOC5571065","307","284","394","39","19","0","28","58","41","56","137","148","88","92"
"LOC5571062","8","15","10","0","0","22","9","0","0","0","91","68","17","47"
"LOC5571063","13","20","21","0","0","0","0","0","0","0","71","65","30","27"
"LOC5571058","84","98","87","5","11","10","37","44","19","37","826","908","63","158"
"LOC5571056","219","182","271","162","7","99","27","31","11","13","153","208","293","687"
"LOC5571057","22","28","44","29","19","2","43","58","50","40","496","337","92","135"
"LOC5571061","11","23","11","33","3","16","15","3","13","29","174","155","81","180"
"LOC110679612","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"LOC110679611","0","1","2","0","0","0","0","0","0","0","0","0","1","0"
"LOC5571059","24","45","43","1676","694","1095","418","509","220","374","627","651","916","1725"
"LOC5569638","208","123","345","0","5","2","0","0","0","0","3079","2215","0","9"
"LOC5569632","267","248","285","1716","2209","1936","3483","5934","3456","3529","1849","2356","966","1850"
"LOC5569629","56","35","108","938","433","344","241","435","165","454","620","779","217","318"
"LOC5569637","29","45","24","674","64","42","277","160","150","234","41","80","479","450"
"LOC5569628","1","1","0","0","12","20","3","4","1","0","15","2","1","0"
"LOC110679223","0","1","0","0","1","0","0","0","0","9","7","4","0","1"
"LOC5569631","1","0","4","31","10","19","9","5","3","8","2","5","0","15"
"LOC5569633","0","1","0","0","0","0","0","0","0","0","1","3","0","0"
"LOC5569630","0","0","0","0","0","1","2","10","2","9","8","95","12","58"
"LOC5569635","0","1","0","4","0","15","40","35","39","29","75","70","9","102"
"LOC110679484","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5574795","2","0","1","0","0","0","0","0","0","0","1","0","4","7"
"LOC110678584","0","0","2","0","0","0","0","0","0","0","0","0","2","0"
"LOC5569634","0","0","0","49","39","28","0","0","0","10","3","4","79","72"
"LOC110679476","0","0","4","0","0","0","0","1","0","0","14","37","15","14"
"LOC5569636","0","0","0","0","0","13","2","0","0","0","6","0","10","1"
"LOC5571476","0","0","0","0","1","1","0","9","1","0","60","60","7","59"
"LOC5571454","98","125","124","339","86","240","113","131","91","121","253","211","10","66"
"LOC5571458","356","908","385","221","86","156","216","112","90","97","198","180","71","117"
"LOC110679022","178","225","245","89","18","31","19","5","8","1","20","7","9","33"
"LOC5571467","40","27","40","104","47","50","175","241","167","222","153","129","56","99"
"LOC5571464","3","4","4","0","0","0","18","10","10","1","0","0","0","5"
"LOC110678970","14","6","6","25113","6602","13008","237","708","364","333","68","6","98","224"
"LOC5571466","881","681","942","290","96","195","635","606","511","533","1452","1906","1172","1771"
"LOC5571463","311","300","382","640","123","188","107","180","74","100","100","115","68","230"
"LOC5571461","365","481","443","250","60","153","189","246","150","180","601","742","481","871"
"LOC5571462","0","0","0","114","21","36","19","31","9","11","22","14","12","6"
"LOC5571457","251","263","344","0","10","0","21","39","18","50","51","68","115","186"
"LOC5571455","21","23","28","1","5","20","28","4","7","22","259","192","62","85"
"LOC5575615","2","5","1","51","3","38","7","25","15","2","8","20","25","11"
"LOC110678114","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110678115","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Trnap-agg_10","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110679366","0","0","0","2","1","0","80","87","48","74","1","0","1","4"
"LOC110679368","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"LOC5575616","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"LOC110679367","0","1","2","0","0","0","0","0","0","0","0","0","0","0"
"LOC110679369","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5569432","80","112","87","21","9","13","118","95","72","93","730","475","55","125"
"LOC5569431","94","71","107","60","53","57","38","81","28","11","96","96","176","308"
"LOC5569430","47","74","43","217","338","340","159","617","318","367","87","73","685","1276"
"LOC23687700","660","1109","744","55","16","208","133","92","52","109","83","113","78","284"
"Trnaa-agc_69","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110678743","0","0","0","201","1","3","1","0","2","0","3","1","4269","5595"
"LOC110678744","0","0","1","0","0","0","0","0","0","0","1","1","1","2"
"LOC110678711","19","15","15","0","5","1","7","0","2","6","222","287","416","421"
"LOC110679385","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5569434","200","122","235","46","74","43","43","82","45","50","175","184","209","187"
"LOC5567273","123","52","214","154","13","45","22","0","3","1","51","88","8","19"
"LOC110677986","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5567272","1","2","4","0","2","7","5","11","2","0","10","15","11","12"
"LOC5567274","1005","628","907","0","6","30","0","1","0","0","1136","1319","29","12"
"LOC5567271","22","11","36","0","0","0","0","0","0","0","709","640","0","1"
"LOC5567275","174","99","219","0","6","13","0","0","0","0","355","356","21","22"
"LOC5567277","950","1185","1295","1117","154","363","300","348","163","232","329","588","412","578"
"LOC110677988","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"LOC110677987","1","0","0","218","0","1","1","0","0","0","1","0","3278","2422"
"LOC5567269","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5567268","36","27","54","0","5","4","2","3","2","1","124","168","98","171"
"LOC110679706","85","62","139","2","13","4","17","17","5","0","266","270","114","216"
"LOC110678538","33","34","64","83","45","44","145","135","113","191","446","374","124","208"
"LOC5567252","0","1","0","0","0","1","0","1","0","0","10","3","0","0"
"LOC5567250","32","62","41","150","24","36","46","10","34","69","27","40","7","75"
"LOC5567253","13","11","17","256","39","53","45","46","53","31","294","248","82","192"
"LOC5567254","69","85","123","2","56","44","55","33","18","31","89","113","57","89"
"LOC5567255","220","609","206","243","24","0","27","154","55","42","36","53","20","52"
"LOC5567256","66","55","57","333","18","23","131","114","55","103","367","324","6290","10365"
"LOC5568750","80","108","136","0","11","19","16","0","9","2","136","130","57","114"
"LOC110678286","3","2","1","1","1","0","4","1","6","10","14","6","0","1"
"LOC110678287","833","898","953","3","27","38","130","80","55","99","147","186","204","466"
"LOC5567259","57","41","112","8895","10989","6370","1764","1679","1299","1667","2170","2970","1545","2516"
"LOC110678511","0","0","4","0","0","0","0","1","0","0","2","3","3","2"
"LOC5567260","97","103","111","183","43","84","153","246","186","352","2696","2129","585","1204"
"LOC5567262","23","64","39","100","37","36","189","314","127","187","71","61","106","202"
"LOC110677691","53","126","65","0","9","47","29","81","21","6","28","27","4","11"
"LOC23687653","193","178","224","68","4","0","54","23","12","21","66","90","61","118"
"LOC5567265","13","4","27","0","6","34","2","1","9","1","11","22","11","65"
"LOC5567266","0","0","0","43","5","0","0","0","3","0","0","0","20","18"
"LOC23687429","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110678721","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"LOC110679020","0","0","0","0","0","0","0","0","0","0","14","3","0","0"
"LOC110678789","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110678702","0","0","0","112","0","10","0","1","6","7","4","2","0","1"
"LOC110678703","0","0","0","0","0","0","0","0","0","2","0","0","14","18"
"LOC110678472","4","5","4","0","0","1","0","0","0","0","5","3","0","1"
"LOC5574666","4","8","9","76","33","140","28","112","31","27","96","177","120","145"
"LOC23687420","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5574669","1","6","6","112","10","61","48","19","12","10","1","4","32","52"
"LOC5574668","80","103","80","172","15","70","79","96","44","119","34","100","45","241"
"LOC5574663","15","14","31","24","21","7","24","39","42","42","370","121","52","69"
"LOC5574665","402","744","300","0","43","20","106","56","25","35","327","498","353","308"
"LOC5574662","143","111","163","0","14","36","78","76","39","61","1740","1423","138","84"
"LOC5574667","100","53","161","3484","1433","1671","1087","2172","1064","1138","1095","1605","1368","1468"
"LOC5574670","28","28","38","48","3","1","9","0","3","16","183","56","29","99"
"LOC5567588","137","76","166","111","3","6","0","2","4","0","454","174","20","73"
"LOC110677951","4","4","3","3","0","0","0","0","0","0","0","0","0","0"
"LOC5567587","49","77","74","513","225","105","327","457","246","348","156","247","345","720"
"LOC5567589","22","28","32","61","14","56","44","62","17","28","285","190","62","99"
"LOC5567590","134","118","181","169","26","136","170","151","80","150","340","531","384","368"
"LOC5567593","1","1","1","0","0","1","1","0","2","0","35","23","64","187"
"LOC5567592","213","196","340","2","74","133","323","298","233","336","2734","2308","681","1403"
"LOC5567591","1","5","5","0","5","0","2","0","0","0","0","1","55","125"
"LOC23687484","216","182","222","2239","860","1219","931","1027","660","996","1183","1378","378","1036"
"LOC23687827","7","1","2","46","4","0","28","65","17","31","3","0","31","53"
"LOC5567575","19","26","17","1341","540","1118","256","254","175","272","166","216","143","113"
"LOC5567576","29","13","41","494","28","94","17","10","18","17","48","9","6317","6387"
"LOC5567577","176","177","231","61","32","54","66","51","64","53","130","131","128","502"
"LOC110678292","12","25","20","0","0","2","0","0","0","0","30","41","16","53"
"LOC110678491","0","3","0","2","1","0","3","10","0","5","2","0","1","17"
"LOC5567579","8","24","0","91","22","6","94","78","47","94","18","24","22","82"
"LOC110678492","30","44","33","42","35","10","129","51","63","55","32","22","45","111"
"Trnaa-ggc_17","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5567581","100","131","109","570","179","284","581","464","354","541","720","703","728","1617"
"LOC5567582","52","55","81","194","109","126","303","220","197","210","41","31","58","121"
"LOC5567583","167","234","219","0","9","35","73","59","30","72","51","86","63","119"
"LOC5567585","52","76","71","0","0","1","25","18","13","9","41","79","47","120"
"LOC5567584","0","1","0","124","96","91","1","0","0","0","78","4","0","1"
"LOC5567586","6","0","7","347","174","254","127","131","38","63","33","46","17","85"
"LOC110679340","4","2","6","0","0","0","0","1","0","0","0","0","0","0"
"LOC5574876","6","4","24","0","2","0","11","7","0","10","5","4","18","28"
"LOC5574874","479","392","551","138","42","28","179","164","95","83","183","488","398","706"
"LOC5574872","30","27","38","43","37","95","61","67","92","46","204","167","110","129"
"LOC5574875","884","1253","914","3","28","24","106","85","49","56","56","82","242","97"
"LOC110677826","0","0","0","0","0","0","0","2","4","2","0","0","0","0"
"LOC110677825","3","4","9","0","0","0","0","0","0","0","4","0","0","0"
"LOC5574869","60","94","77","0","1","0","17","16","0","5","17","50","1","22"
"LOC5574867","61","37","55","0","9","7","17","21","9","7","54","56","72","74"
"LOC5574866","2135","1065","2149","678","285","373","1714","2113","1471","1885","3107","3334","1218","983"
"LOC110679227","2","2","1","0","0","0","0","0","0","0","0","3","0","0"
"LOC5574865","18","7","13","0","1","0","0","0","1","0","329","175","118","114"
"LOC5574870","1406","1131","1583","626","144","462","502","383","392","465","839","667","5180","7198"
"LOC5574871","767","510","1122","1036","784","412","12","45","40","20","214","281","67","59"
"LOC5574868","3","5","1","33","5","29","0","0","0","0","6","31","35","45"
"LOC110678788","11","8","6","0","0","0","0","0","0","0","94","100","18","28"
"LOC110679307","9","6","5","0","0","0","2","0","0","1","5","3","0","7"
"LOC5568501","219","238","226","86","24","64","126","100","60","91","74","148","111","289"
"LOC5568498","39","28","37","96","73","42","318","987","476","466","85","153","113","118"
"LOC5568502","531","1010","546","149","74","162","131","179","85","117","123","148","190","330"
"LOC110677782","2","1","0","0","2","14","1","1","3","4","8","3","6","0"
"LOC5568503","253","224","320","5781","1716","4069","1054","1354","770","1193","924","1195","1424","1377"
"LOC5568500","353","369","430","427","122","139","179","130","50","115","232","386","534","1512"
"LOC5568499","86","39","101","1","29","28","227","211","85","195","276","287","94","117"
"LOC5568504","0","3","0","99","2","38","2","0","0","0","9","0","18","14"
"Trnas-uga_5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110677973","0","0","0","9","0","1","2","0","0","0","0","0","0","0"
"LOC5568507","24","17","29","23","16","32","10","33","13","43","167","37","139","264"
"LOC5568508","75","101","85","353","139","134","142","99","77","110","254","418","121","139"
"LOC5568509","0","0","0","0","0","0","0","0","1","0","0","2","658","686"
"LOC5568510","0","0","0","79","8","1","23","51","43","31","7","19","510","419"
"LOC110678516","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110678446","0","1","0","0","0","0","0","0","0","1","0","3","0","0"
"LOC5568513","0","0","0","806","513","517","1","7","6","0","53","218","4","14"
"LOC5576000","5","5","4","62","17","46","24","14","24","12","5","4","24","21"
"LOC5575998","412","419","504","108","19","41","110","74","72","132","187","365","292","253"
"LOC5575997","69","87","82","2","30","16","123","106","79","88","204","260","231","280"
"LOC5575996","36","24","30","35","15","25","156","130","91","85","610","552","124","238"
